2 2.01524 2.03037 2.04539 2.06029 2.07509 2.08978 2.10438 2.11887 2.13326 2.14756 2.16176 2.17587 2.18989 2.20381 2.21766 2.23141 2.24508 2.25867 2.27218 2.28561 2.29896 2.31223 2.32542 2.33855 2.3516 2.36457 2.37748 2.39031 2.40308 2.41578 2.42842 2.44098 2.45349 2.46593 2.47831 2.49062 2.50288 2.51507 2.52721 2.53929 2.55131 2.56328 2.57519 2.58704 2.59885 2.61059 2.62229 2.63393 2.64552 2.65707 
2 2.01554 2.03096 2.04626 2.06146 2.07654 2.09151 2.10637 2.12113 2.13579 2.15035 2.16481 2.17917 2.19344 2.20762 2.22171 2.23571 2.24962 2.26345 2.27719 2.29085 2.30443 2.31793 2.33135 2.3447 2.35797 2.37116 2.38428 2.39733 2.41031 2.42322 2.43606 2.44884 2.46154 2.47419 2.48676 2.49928 2.51173 2.52412 2.53645 2.54873 2.56094 2.57309 2.58519 2.59723 2.60921 2.62114 2.63302 2.64484 2.65661 2.66833 
2 2.01584 2.03155 2.04714 2.06262 2.07798 2.09323 2.10836 2.12339 2.13832 2.15314 2.16786 2.18248 2.197 2.21142 2.22576 2.24 2.25415 2.26822 2.28219 2.29608 2.30989 2.32362 2.33726 2.35083 2.36432 2.37773 2.39107 2.40433 2.41752 2.43064 2.44369 2.45666 2.46957 2.48242 2.4952 2.50791 2.52056 2.53314 2.54566 2.55812 2.57053 2.58287 2.59515 2.60737 2.61954 2.63165 2.64371 2.65571 2.66766 2.67955 
2 2.01613 2.03214 2.04802 2.06378 2.07942 2.09495 2.11036 2.12565 2.14084 2.15592 2.1709 2.18577 2.20055 2.21522 2.2298 2.24428 2.25867 2.27297 2.28718 2.3013 2.31534 2.32929 2.34316 2.35695 2.37065 2.38428 2.39783 2.41131 2.42471 2.43803 2.45129 2.46447 2.47758 2.49062 2.5036 2.51651 2.52935 2.54213 2.55484 2.56749 2.58008 2.5926 2.60507 2.61748 2.62983 2.64212 2.65435 2.66653 2.67866 2.69072 
2 2.01643 2.03273 2.0489 2.06495 2.08087 2.09666 2.11234 2.12791 2.14336 2.1587 2.17394 2.18906 2.20409 2.21901 2.23383 2.24856 2.26318 2.27772 2.29216 2.30651 2.32078 2.33495 2.34904 2.36305 2.37697 2.39082 2.40458 2.41826 2.43187 2.4454 2.45886 2.47225 2.48556 2.4988 2.51197 2.52507 2.53811 2.55108 2.56398 2.57682 2.58959 2.60231 2.61496 2.62755 2.64008 2.65255 2.66496 2.67731 2.68961 2.70185 
2 2.01673 2.03332 2.04978 2.06611 2.08231 2.09838 2.11433 2.13016 2.14588 2.16148 2.17697 2.19235 2.20762 2.22279 2.23786 2.25282 2.26769 2.28245 2.29713 2.31171 2.3262 2.3406 2.35491 2.36913 2.38328 2.39733 2.41131 2.4252 2.43902 2.45275 2.46641 2.48 2.49351 2.50695 2.52032 2.53361 2.54684 2.56 2.57309 2.58612 2.59908 2.61197 2.6248 2.63757 2.65028 2.66293 2.67552 2.68805 2.70052 2.71293 
2 2.01703 2.03391 2.05066 2.06727 2.08375 2.1001 2.11632 2.13242 2.14839 2.16426 2.18 2.19563 2.21115 2.22657 2.24187 2.25708 2.27218 2.28718 2.30209 2.31689 2.33161 2.34623 2.36076 2.37521 2.38956 2.40383 2.41802 2.43212 2.44614 2.46008 2.47394 2.48773 2.50144 2.51507 2.52864 2.54213 2.55554 2.56889 2.58217 2.59538 2.60852 2.6216 2.63462 2.64756 2.66045 2.67328 2.68604 2.69874 2.71138 2.72397 
2 2.01732 2.0345 2.05154 2.06843 2.08519 2.10181 2.1183 2.13467 2.15091 2.16703 2.18303 2.19891 2.21468 2.23034 2.24589 2.26133 2.27666 2.2919 2.30703 2.32207 2.33701 2.35185 2.3666 2.38126 2.39583 2.41031 2.42471 2.43902 2.45324 2.46739 2.48145 2.49544 2.50934 2.52317 2.53693 2.55061 2.56422 2.57775 2.59122 2.60461 2.61794 2.6312 2.64439 2.65752 2.67058 2.68358 2.69652 2.70939 2.7222 2.73496 
2 2.01762 2.03509 2.05241 2.06959 2.08662 2.10352 2.12028 2.13691 2.15342 2.16979 2.18605 2.20218 2.2182 2.2341 2.24989 2.26557 2.28114 2.29661 2.31197 2.32723 2.34239 2.35746 2.37242 2.3873 2.40208 2.41677 2.43138 2.44589 2.46033 2.47467 2.48894 2.50312 2.51722 2.53124 2.54519 2.55906 2.57286 2.58658 2.60023 2.61381 2.62732 2.64076 2.65413 2.66743 2.68067 2.69384 2.70695 2.72 2.73298 2.74591 
2 2.01792 2.03568 2.05329 2.07075 2.08806 2.10523 2.12226 2.13916 2.15592 2.17256 2.18906 2.20545 2.22171 2.23786 2.25389 2.2698 2.28561 2.3013 2.31689 2.33238 2.34776 2.36305 2.37823 2.39332 2.40832 2.42322 2.43803 2.45275 2.46739 2.48193 2.4964 2.51078 2.52507 2.53929 2.55343 2.56749 2.58147 2.59538 2.60921 2.62298 2.63666 2.65028 2.66383 2.67731 2.69072 2.70407 2.71735 2.73057 2.74372 2.75681 
