2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 
2 2.0003 2.0006 2.0009 2.0012 2.0015 2.0018 2.0021 2.0024 2.0027 2.003 2.0033 2.0036 2.0039 2.0042 2.00449 2.00479 2.00509 2.00539 2.00569 2.00599 2.00629 2.00659 2.00689 2.00719 2.00749 2.00778 2.00808 2.00838 2.00868 2.00898 2.00928 2.00958 2.00988 2.01017 2.01047 2.01077 2.01107 2.01137 2.01167 2.01196 2.01226 2.01256 2.01286 2.01316 2.01345 2.01375 2.01405 2.01435 2.01465 2.01494 2.01524 2.01554 2.01584 2.01613 2.01643 2.01673 2.01703 2.01732 2.01762 2.01792 2.01822 2.01851 2.01881 2.01911 2.01941 2.0197 2.02 2.0203 2.02059 2.02089 2.02119 2.02148 2.02178 2.02208 2.02237 2.02267 2.02297 2.02326 2.02356 2.02386 2.02415 2.02445 2.02475 2.02504 2.02534 2.02564 2.02593 2.02623 2.02652 2.02682 2.02712 2.02741 2.02771 2.028 2.0283 2.0286 2.02889 2.02919 2.02948 2.02978 
2 2.0006 2.0012 2.0018 2.0024 2.003 2.0036 2.0042 2.00479 2.00539 2.00599 2.00659 2.00719 2.00778 2.00838 2.00898 2.00958 2.01017 2.01077 2.01137 2.01196 2.01256 2.01316 2.01375 2.01435 2.01494 2.01554 2.01613 2.01673 2.01732 2.01792 2.01851 2.01911 2.0197 2.0203 2.02089 2.02148 2.02208 2.02267 2.02326 2.02386 2.02445 2.02504 2.02564 2.02623 2.02682 2.02741 2.028 2.0286 2.02919 2.02978 2.03037 2.03096 2.03155 2.03214 2.03273 2.03332 2.03391 2.0345 2.03509 2.03568 2.03627 2.03686 2.03745 2.03804 2.03863 2.03922 2.0398 2.04039 2.04098 2.04157 2.04216 2.04274 2.04333 2.04392 2.0445 2.04509 2.04568 2.04626 2.04685 2.04744 2.04802 2.04861 2.04919 2.04978 2.05037 2.05095 2.05154 2.05212 2.05271 2.05329 2.05387 2.05446 2.05504 2.05563 2.05621 2.05679 2.05738 2.05796 2.05854 2.05913 
2 2.0009 2.0018 2.0027 2.0036 2.00449 2.00539 2.00629 2.00719 2.00808 2.00898 2.00988 2.01077 2.01167 2.01256 2.01345 2.01435 2.01524 2.01613 2.01703 2.01792 2.01881 2.0197 2.02059 2.02148 2.02237 2.02326 2.02415 2.02504 2.02593 2.02682 2.02771 2.0286 2.02948 2.03037 2.03126 2.03214 2.03303 2.03391 2.0348 2.03568 2.03657 2.03745 2.03833 2.03922 2.0401 2.04098 2.04186 2.04274 2.04362 2.0445 2.04539 2.04626 2.04714 2.04802 2.0489 2.04978 2.05066 2.05154 2.05241 2.05329 2.05417 2.05504 2.05592 2.05679 2.05767 2.05854 2.05942 2.06029 2.06116 2.06204 2.06291 2.06378 2.06465 2.06553 2.0664 2.06727 2.06814 2.06901 2.06988 2.07075 2.07162 2.07249 2.07335 2.07422 2.07509 2.07596 2.07682 2.07769 2.07856 2.07942 2.08029 2.08115 2.08202 2.08288 2.08375 2.08461 2.08547 2.08634 2.0872 2.08806 
2 2.0012 2.0024 2.0036 2.00479 2.00599 2.00719 2.00838 2.00958 2.01077 2.01196 2.01316 2.01435 2.01554 2.01673 2.01792 2.01911 2.0203 2.02148 2.02267 2.02386 2.02504 2.02623 2.02741 2.0286 2.02978 2.03096 2.03214 2.03332 2.0345 2.03568 2.03686 2.03804 2.03922 2.04039 2.04157 2.04274 2.04392 2.04509 2.04626 2.04744 2.04861 2.04978 2.05095 2.05212 2.05329 2.05446 2.05563 2.05679 2.05796 2.05913 2.06029 2.06146 2.06262 2.06378 2.06495 2.06611 2.06727 2.06843 2.06959 2.07075 2.07191 2.07307 2.07422 2.07538 2.07654 2.07769 2.07885 2.08 2.08115 2.08231 2.08346 2.08461 2.08576 2.08691 2.08806 2.08921 2.09036 2.09151 2.09265 2.0938 2.09495 2.09609 2.09724 2.09838 2.09952 2.10067 2.10181 2.10295 2.10409 2.10523 2.10637 2.10751 2.10865 2.10979 2.11092 2.11206 2.1132 2.11433 2.11547 2.1166 
2 2.0015 2.003 2.00449 2.00599 2.00749 2.00898 2.01047 2.01196 2.01345 2.01494 2.01643 2.01792 2.01941 2.02089 2.02237 2.02386 2.02534 2.02682 2.0283 2.02978 2.03126 2.03273 2.03421 2.03568 2.03715 2.03863 2.0401 2.04157 2.04304 2.0445 2.04597 2.04744 2.0489 2.05037 2.05183 2.05329 2.05475 2.05621 2.05767 2.05913 2.06058 2.06204 2.06349 2.06495 2.0664 2.06785 2.0693 2.07075 2.0722 2.07364 2.07509 2.07654 2.07798 2.07942 2.08087 2.08231 2.08375 2.08519 2.08662 2.08806 2.0895 2.09093 2.09237 2.0938 2.09523 2.09666 2.09809 2.09952 2.10095 2.10238 2.10381 2.10523 2.10666 2.10808 2.1095 2.11092 2.11234 2.11376 2.11518 2.1166 2.11802 2.11943 2.12085 2.12226 2.12368 2.12509 2.1265 2.12791 2.12932 2.13073 2.13214 2.13354 2.13495 2.13635 2.13776 2.13916 2.14056 2.14196 2.14336 2.14476 
2 2.0018 2.0036 2.00539 2.00719 2.00898 2.01077 2.01256 2.01435 2.01613 2.01792 2.0197 2.02148 2.02326 2.02504 2.02682 2.0286 2.03037 2.03214 2.03391 2.03568 2.03745 2.03922 2.04098 2.04274 2.0445 2.04626 2.04802 2.04978 2.05154 2.05329 2.05504 2.05679 2.05854 2.06029 2.06204 2.06378 2.06553 2.06727 2.06901 2.07075 2.07249 2.07422 2.07596 2.07769 2.07942 2.08115 2.08288 2.08461 2.08634 2.08806 2.08978 2.09151 2.09323 2.09495 2.09666 2.09838 2.1001 2.10181 2.10352 2.10523 2.10694 2.10865 2.11036 2.11206 2.11376 2.11547 2.11717 2.11887 2.12057 2.12226 2.12396 2.12565 2.12735 2.12904 2.13073 2.13242 2.1341 2.13579 2.13748 2.13916 2.14084 2.14252 2.1442 2.14588 2.14756 2.14923 2.15091 2.15258 2.15425 2.15592 2.15759 2.15926 2.16093 2.16259 2.16426 2.16592 2.16758 2.16924 2.1709 2.17256 
2 2.0021 2.0042 2.00629 2.00838 2.01047 2.01256 2.01465 2.01673 2.01881 2.02089 2.02297 2.02504 2.02712 2.02919 2.03126 2.03332 2.03539 2.03745 2.03951 2.04157 2.04362 2.04568 2.04773 2.04978 2.05183 2.05387 2.05592 2.05796 2.06 2.06204 2.06407 2.06611 2.06814 2.07017 2.0722 2.07422 2.07625 2.07827 2.08029 2.08231 2.08432 2.08634 2.08835 2.09036 2.09237 2.09437 2.09638 2.09838 2.10038 2.10238 2.10438 2.10637 2.10836 2.11036 2.11234 2.11433 2.11632 2.1183 2.12028 2.12226 2.12424 2.12622 2.12819 2.13016 2.13214 2.1341 2.13607 2.13804 2.14 2.14196 2.14392 2.14588 2.14784 2.14979 2.15174 2.15369 2.15564 2.15759 2.15954 2.16148 2.16342 2.16536 2.1673 2.16924 2.17117 2.17311 2.17504 2.17697 2.1789 2.18083 2.18275 2.18467 2.1866 2.18852 2.19043 2.19235 2.19427 2.19618 2.19809 2.2 
2 2.0024 2.00479 2.00719 2.00958 2.01196 2.01435 2.01673 2.01911 2.02148 2.02386 2.02623 2.0286 2.03096 2.03332 2.03568 2.03804 2.04039 2.04274 2.04509 2.04744 2.04978 2.05212 2.05446 2.05679 2.05913 2.06146 2.06378 2.06611 2.06843 2.07075 2.07307 2.07538 2.07769 2.08 2.08231 2.08461 2.08691 2.08921 2.09151 2.0938 2.09609 2.09838 2.10067 2.10295 2.10523 2.10751 2.10979 2.11206 2.11433 2.1166 2.11887 2.12113 2.12339 2.12565 2.12791 2.13016 2.13242 2.13467 2.13691 2.13916 2.1414 2.14364 2.14588 2.14812 2.15035 2.15258 2.15481 2.15704 2.15926 2.16148 2.1637 2.16592 2.16813 2.17035 2.17256 2.17476 2.17697 2.17917 2.18138 2.18358 2.18577 2.18797 2.19016 2.19235 2.19454 2.19672 2.19891 2.20109 2.20327 2.20545 2.20762 2.2098 2.21197 2.21414 2.2163 2.21847 2.22063 2.22279 2.22495 2.22711 
2 2.0027 2.00539 2.00808 2.01077 2.01345 2.01613 2.01881 2.02148 2.02415 2.02682 2.02948 2.03214 2.0348 2.03745 2.0401 2.04274 2.04539 2.04802 2.05066 2.05329 2.05592 2.05854 2.06116 2.06378 2.0664 2.06901 2.07162 2.07422 2.07682 2.07942 2.08202 2.08461 2.0872 2.08978 2.09237 2.09495 2.09752 2.1001 2.10266 2.10523 2.1078 2.11036 2.11291 2.11547 2.11802 2.12057 2.12311 2.12565 2.12819 2.13073 2.13326 2.13579 2.13832 2.14084 2.14336 2.14588 2.14839 2.15091 2.15342 2.15592 2.15843 2.16093 2.16342 2.16592 2.16841 2.1709 2.17338 2.17587 2.17835 2.18083 2.1833 2.18577 2.18824 2.19071 2.19317 2.19563 2.19809 2.20055 2.203 2.20545 2.20789 2.21034 2.21278 2.21522 2.21766 2.22009 2.22252 2.22495 2.22738 2.2298 2.23222 2.23464 2.23705 2.23946 2.24187 2.24428 2.24669 2.24909 2.25149 2.25389 
