2.00268 2.00192 2.00166 2.0015 2.00139 2.00131 2.00124 2.00118 2.00113 2.00109 2.00105 2.00101 2.00098 2.00095 2.00093 2.0009 2.00088 2.00086 2.00084 2.00082 2.0008 2.00078 2.00077 2.00075 2.00074 2.00072 2.00071 2.0007 2.00069 2.00067 2.00066 2.00065 2.00064 2.00063 2.00062 2.00061 2.00061 2.0006 2.00059 2.00058 2.00057 2.00057 2.00056 2.00055 2.00054 2.00054 2.00053 2.00052 2.00052 2.00051 2.00051 2.0005 2.00049 2.00049 2.00048 2.00048 2.00047 2.00047 2.00046 2.00046 2.00046 2.00045 2.00045 2.00044 2.00044 2.00043 2.00043 2.00043 2.00042 2.00042 2.00041 2.00041 2.00041 2.0004 2.0004 2.0004 2.00039 2.00039 2.00039 2.00039 2.00038 2.00038 2.00038 2.00037 2.00037 2.00037 2.00037 2.00036 2.00036 2.00036 2.00036 2.00035 2.00035 2.00035 2.00035 2.00035 2.00034 2.00034 2.00034 2.00034 2.00034 2.00033 2.00033 2.00033 2.00033 2.00033 2.00032 2.00032 2.00032 2.00032 2.00032 2.00032 2.00031 2.00031 2.00031 2.00031 2.00031 2.00031 2.00031 2.00031 2.0003 2.0003 2.0003 2.0003 2.0003 2.0003 2.0003 2.0003 2.0003 2.00029 2.00029 2.00029 2.00029 2.00029 2.00029 2.00029 2.00029 2.00029 2.00029 2.00029 2.00028 2.00028 2.00028 2.00028 2.00028 2.00028 2.00028 2.00028 2.00028 2.00028 2.00028 2.00028 2.00028 2.00028 2.00028 2.00028 2.00028 2.00028 2.00028 2.00028 2.00028 2.00027 2.00027 2.00027 2.00027 2.00027 2.00027 2.00027 2.00027 2.00027 2.00027 2.00027 2.00027 2.00027 2.00027 2.00027 2.00027 2.00027 2.00027 2.00027 2.00027 2.00027 2.00027 2.00027 2.00027 2.00027 2.00027 2.00027 2.00027 2.00027 2.00027 2.00028 2.00028 2.00028 2.00028 2.00028 2.00028 2.00028 2.00028 2.00028 2.00028 2.00028 2.00028 2.00028 2.00028 2.00028 2.00028 2.00028 2.00028 2.00028 2.00028 2.00028 2.00028 2.00028 2.00029 2.00029 2.00029 2.00029 2.00029 2.00029 2.00029 2.00029 2.00029 2.00029 2.00029 2.00029 2.00029 2.00029 2.0003 2.0003 2.0003 2.0003 2.0003 2.0003 2.0003 2.0003 2.0003 2.0003 2.00031 2.00031 2.00031 2.00031 2.00031 2.00031 2.00031 2.00031 2.00031 2.00031 2.00032 2.00032 2.00032 
2.00232 2.0019 2.00166 2.00152 2.00141 2.00134 2.00127 2.00122 2.00118 2.00114 2.00111 2.00108 2.00105 2.00103 2.00101 2.00099 2.00097 2.00096 2.00094 2.00093 2.00092 2.00091 2.0009 2.00089 2.00088 2.00087 2.00087 2.00086 2.00085 2.00085 2.00084 2.00084 2.00083 2.00083 2.00083 2.00082 2.00082 2.00082 2.00082 2.00081 2.00081 2.00081 2.00081 2.00081 2.00081 2.00081 2.00081 2.00081 2.00081 2.00081 2.00081 2.00081 2.00081 2.00081 2.00081 2.00081 2.00081 2.00081 2.00081 2.00081 2.00082 2.00082 2.00082 2.00082 2.00082 2.00082 2.00083 2.00083 2.00083 2.00083 2.00083 2.00084 2.00084 2.00084 2.00085 2.00085 2.00085 2.00085 2.00086 2.00086 2.00086 2.00087 2.00087 2.00087 2.00088 2.00088 2.00088 2.00089 2.00089 2.00089 2.0009 2.0009 2.0009 2.00091 2.00091 2.00092 2.00092 2.00092 2.00093 2.00093 2.00093 2.00094 2.00094 2.00095 2.00095 2.00096 2.00096 2.00096 2.00097 2.00097 2.00098 2.00098 2.00099 2.00099 2.001 2.001 2.00101 2.00101 2.00101 2.00102 2.00102 2.00103 2.00103 2.00104 2.00104 2.00105 2.00105 2.00106 2.00106 2.00107 2.00107 2.00108 2.00108 2.00109 2.00109 2.0011 2.0011 2.00111 2.00111 2.00112 2.00112 2.00113 2.00114 2.00114 2.00115 2.00115 2.00116 2.00116 2.00117 2.00117 2.00118 2.00118 2.00119 2.0012 2.0012 2.00121 2.00121 2.00122 2.00122 2.00123 2.00123 2.00124 2.00125 2.00125 2.00126 2.00126 2.00127 2.00128 2.00128 2.00129 2.00129 2.0013 2.0013 2.00131 2.00132 2.00132 2.00133 2.00133 2.00134 2.00135 2.00135 2.00136 2.00137 2.00137 2.00138 2.00138 2.00139 2.0014 2.0014 2.00141 2.00141 2.00142 2.00143 2.00143 2.00144 2.00145 2.00145 2.00146 2.00146 2.00147 2.00148 2.00148 2.00149 2.0015 2.0015 2.00151 2.00152 2.00152 2.00153 2.00154 2.00154 2.00155 2.00156 2.00156 2.00157 2.00158 2.00158 2.00159 2.0016 2.0016 2.00161 2.00162 2.00162 2.00163 2.00164 2.00164 2.00165 2.00166 2.00166 2.00167 2.00168 2.00168 2.00169 2.0017 2.0017 2.00171 2.00172 2.00173 2.00173 2.00174 2.00175 2.00175 2.00176 2.00177 2.00177 2.00178 2.00179 2.0018 2.0018 2.00181 2.00182 
2.00208 2.00184 2.00165 2.00152 2.00143 2.00136 2.00131 2.00126 2.00122 2.00119 2.00117 2.00114 2.00112 2.00111 2.00109 2.00108 2.00107 2.00106 2.00105 2.00105 2.00104 2.00104 2.00103 2.00103 2.00103 2.00102 2.00102 2.00102 2.00102 2.00102 2.00102 2.00103 2.00103 2.00103 2.00103 2.00103 2.00104 2.00104 2.00104 2.00105 2.00105 2.00106 2.00106 2.00107 2.00107 2.00108 2.00108 2.00109 2.00109 2.0011 2.00111 2.00111 2.00112 2.00113 2.00113 2.00114 2.00115 2.00115 2.00116 2.00117 2.00117 2.00118 2.00119 2.0012 2.00121 2.00121 2.00122 2.00123 2.00124 2.00125 2.00125 2.00126 2.00127 2.00128 2.00129 2.0013 2.00131 2.00132 2.00132 2.00133 2.00134 2.00135 2.00136 2.00137 2.00138 2.00139 2.0014 2.00141 2.00142 2.00143 2.00144 2.00145 2.00146 2.00147 2.00147 2.00148 2.00149 2.0015 2.00151 2.00152 2.00153 2.00154 2.00155 2.00157 2.00158 2.00159 2.0016 2.00161 2.00162 2.00163 2.00164 2.00165 2.00166 2.00167 2.00168 2.00169 2.0017 2.00171 2.00172 2.00173 2.00174 2.00175 2.00177 2.00178 2.00179 2.0018 2.00181 2.00182 2.00183 2.00184 2.00185 2.00186 2.00187 2.00189 2.0019 2.00191 2.00192 2.00193 2.00194 2.00195 2.00196 2.00198 2.00199 2.002 2.00201 2.00202 2.00203 2.00204 2.00206 2.00207 2.00208 2.00209 2.0021 2.00211 2.00212 2.00214 2.00215 2.00216 2.00217 2.00218 2.00219 2.00221 2.00222 2.00223 2.00224 2.00225 2.00226 2.00228 2.00229 2.0023 2.00231 2.00232 2.00234 2.00235 2.00236 2.00237 2.00238 2.0024 2.00241 2.00242 2.00243 2.00244 2.00246 2.00247 2.00248 2.00249 2.0025 2.00252 2.00253 2.00254 2.00255 2.00257 2.00258 2.00259 2.0026 2.00261 2.00263 2.00264 2.00265 2.00266 2.00268 2.00269 2.0027 2.00271 2.00273 2.00274 2.00275 2.00276 2.00278 2.00279 2.0028 2.00281 2.00283 2.00284 2.00285 2.00286 2.00288 2.00289 2.0029 2.00291 2.00293 2.00294 2.00295 2.00297 2.00298 2.00299 2.003 2.00302 2.00303 2.00304 2.00306 2.00307 2.00308 2.00309 2.00311 2.00312 2.00313 2.00315 2.00316 2.00317 2.00319 2.0032 2.00321 2.00322 2.00324 2.00325 2.00326 2.00328 2.00329 2.0033 2.00332 
2.00191 2.00178 2.00164 2.00153 2.00145 2.00139 2.00134 2.0013 2.00127 2.00125 2.00122 2.00121 2.0012 2.00118 2.00118 2.00117 2.00117 2.00116 2.00116 2.00116 2.00116 2.00116 2.00116 2.00117 2.00117 2.00117 2.00118 2.00118 2.00119 2.0012 2.0012 2.00121 2.00122 2.00123 2.00124 2.00124 2.00125 2.00126 2.00127 2.00128 2.00129 2.0013 2.00131 2.00132 2.00134 2.00135 2.00136 2.00137 2.00138 2.00139 2.00141 2.00142 2.00143 2.00144 2.00146 2.00147 2.00148 2.00149 2.00151 2.00152 2.00153 2.00155 2.00156 2.00158 2.00159 2.0016 2.00162 2.00163 2.00165 2.00166 2.00167 2.00169 2.0017 2.00172 2.00173 2.00175 2.00176 2.00178 2.00179 2.00181 2.00182 2.00184 2.00185 2.00187 2.00188 2.0019 2.00191 2.00193 2.00194 2.00196 2.00198 2.00199 2.00201 2.00202 2.00204 2.00205 2.00207 2.00209 2.0021 2.00212 2.00213 2.00215 2.00217 2.00218 2.0022 2.00222 2.00223 2.00225 2.00226 2.00228 2.0023 2.00231 2.00233 2.00235 2.00236 2.00238 2.0024 2.00241 2.00243 2.00245 2.00246 2.00248 2.0025 2.00251 2.00253 2.00255 2.00256 2.00258 2.0026 2.00261 2.00263 2.00265 2.00267 2.00268 2.0027 2.00272 2.00273 2.00275 2.00277 2.00279 2.0028 2.00282 2.00284 2.00286 2.00287 2.00289 2.00291 2.00292 2.00294 2.00296 2.00298 2.00299 2.00301 2.00303 2.00305 2.00306 2.00308 2.0031 2.00312 2.00314 2.00315 2.00317 2.00319 2.00321 2.00322 2.00324 2.00326 2.00328 2.0033 2.00331 2.00333 2.00335 2.00337 2.00338 2.0034 2.00342 2.00344 2.00346 2.00347 2.00349 2.00351 2.00353 2.00355 2.00356 2.00358 2.0036 2.00362 2.00364 2.00366 2.00367 2.00369 2.00371 2.00373 2.00375 2.00376 2.00378 2.0038 2.00382 2.00384 2.00386 2.00387 2.00389 2.00391 2.00393 2.00395 2.00397 2.00399 2.004 2.00402 2.00404 2.00406 2.00408 2.0041 2.00412 2.00413 2.00415 2.00417 2.00419 2.00421 2.00423 2.00425 2.00426 2.00428 2.0043 2.00432 2.00434 2.00436 2.00438 2.0044 2.00441 2.00443 2.00445 2.00447 2.00449 2.00451 2.00453 2.00455 2.00457 2.00458 2.0046 2.00462 2.00464 2.00466 2.00468 2.0047 2.00472 2.00474 2.00476 2.00478 2.00479 2.00481 
2.00179 2.00172 2.00162 2.00153 2.00146 2.00141 2.00137 2.00134 2.00132 2.0013 2.00128 2.00127 2.00127 2.00126 2.00126 2.00126 2.00126 2.00126 2.00127 2.00127 2.00128 2.00129 2.00129 2.0013 2.00131 2.00132 2.00133 2.00135 2.00136 2.00137 2.00138 2.0014 2.00141 2.00142 2.00144 2.00145 2.00147 2.00148 2.0015 2.00152 2.00153 2.00155 2.00157 2.00158 2.0016 2.00162 2.00163 2.00165 2.00167 2.00169 2.00171 2.00172 2.00174 2.00176 2.00178 2.0018 2.00182 2.00184 2.00186 2.00188 2.00189 2.00191 2.00193 2.00195 2.00197 2.00199 2.00201 2.00203 2.00205 2.00207 2.00209 2.00211 2.00213 2.00216 2.00218 2.0022 2.00222 2.00224 2.00226 2.00228 2.0023 2.00232 2.00234 2.00237 2.00239 2.00241 2.00243 2.00245 2.00247 2.00249 2.00252 2.00254 2.00256 2.00258 2.0026 2.00262 2.00265 2.00267 2.00269 2.00271 2.00273 2.00276 2.00278 2.0028 2.00282 2.00284 2.00287 2.00289 2.00291 2.00293 2.00296 2.00298 2.003 2.00302 2.00305 2.00307 2.00309 2.00311 2.00314 2.00316 2.00318 2.0032 2.00323 2.00325 2.00327 2.0033 2.00332 2.00334 2.00336 2.00339 2.00341 2.00343 2.00346 2.00348 2.0035 2.00353 2.00355 2.00357 2.0036 2.00362 2.00364 2.00367 2.00369 2.00371 2.00374 2.00376 2.00378 2.00381 2.00383 2.00385 2.00388 2.0039 2.00392 2.00395 2.00397 2.00399 2.00402 2.00404 2.00406 2.00409 2.00411 2.00414 2.00416 2.00418 2.00421 2.00423 2.00425 2.00428 2.0043 2.00433 2.00435 2.00437 2.0044 2.00442 2.00444 2.00447 2.00449 2.00452 2.00454 2.00456 2.00459 2.00461 2.00464 2.00466 2.00468 2.00471 2.00473 2.00476 2.00478 2.00481 2.00483 2.00485 2.00488 2.0049 2.00493 2.00495 2.00498 2.005 2.00502 2.00505 2.00507 2.0051 2.00512 2.00515 2.00517 2.00519 2.00522 2.00524 2.00527 2.00529 2.00532 2.00534 2.00537 2.00539 2.00541 2.00544 2.00546 2.00549 2.00551 2.00554 2.00556 2.00559 2.00561 2.00564 2.00566 2.00569 2.00571 2.00574 2.00576 2.00579 2.00581 2.00583 2.00586 2.00588 2.00591 2.00593 2.00596 2.00598 2.00601 2.00603 2.00606 2.00608 2.00611 2.00613 2.00616 2.00618 2.00621 2.00623 2.00626 2.00628 2.00631 
2.0017 2.00166 2.00159 2.00153 2.00147 2.00143 2.0014 2.00138 2.00136 2.00135 2.00134 2.00134 2.00134 2.00134 2.00134 2.00135 2.00136 2.00136 2.00137 2.00139 2.0014 2.00141 2.00143 2.00144 2.00146 2.00147 2.00149 2.00151 2.00153 2.00154 2.00156 2.00158 2.0016 2.00162 2.00164 2.00166 2.00168 2.00171 2.00173 2.00175 2.00177 2.00179 2.00182 2.00184 2.00186 2.00189 2.00191 2.00193 2.00196 2.00198 2.00201 2.00203 2.00205 2.00208 2.0021 2.00213 2.00215 2.00218 2.0022 2.00223 2.00225 2.00228 2.00231 2.00233 2.00236 2.00238 2.00241 2.00243 2.00246 2.00249 2.00251 2.00254 2.00257 2.00259 2.00262 2.00265 2.00267 2.0027 2.00273 2.00275 2.00278 2.00281 2.00284 2.00286 2.00289 2.00292 2.00294 2.00297 2.003 2.00303 2.00305 2.00308 2.00311 2.00314 2.00317 2.00319 2.00322 2.00325 2.00328 2.0033 2.00333 2.00336 2.00339 2.00342 2.00345 2.00347 2.0035 2.00353 2.00356 2.00359 2.00362 2.00364 2.00367 2.0037 2.00373 2.00376 2.00379 2.00381 2.00384 2.00387 2.0039 2.00393 2.00396 2.00399 2.00402 2.00404 2.00407 2.0041 2.00413 2.00416 2.00419 2.00422 2.00425 2.00428 2.00431 2.00433 2.00436 2.00439 2.00442 2.00445 2.00448 2.00451 2.00454 2.00457 2.0046 2.00463 2.00466 2.00469 2.00472 2.00474 2.00477 2.0048 2.00483 2.00486 2.00489 2.00492 2.00495 2.00498 2.00501 2.00504 2.00507 2.0051 2.00513 2.00516 2.00519 2.00522 2.00525 2.00528 2.00531 2.00534 2.00537 2.0054 2.00543 2.00546 2.00549 2.00552 2.00555 2.00558 2.00561 2.00564 2.00567 2.0057 2.00573 2.00576 2.00579 2.00582 2.00585 2.00588 2.00591 2.00594 2.00597 2.006 2.00603 2.00606 2.00609 2.00612 2.00615 2.00618 2.00621 2.00624 2.00627 2.0063 2.00633 2.00636 2.00639 2.00642 2.00645 2.00648 2.00651 2.00654 2.00657 2.0066 2.00663 2.00666 2.0067 2.00673 2.00676 2.00679 2.00682 2.00685 2.00688 2.00691 2.00694 2.00697 2.007 2.00703 2.00706 2.00709 2.00712 2.00715 2.00719 2.00722 2.00725 2.00728 2.00731 2.00734 2.00737 2.0074 2.00743 2.00746 2.00749 2.00753 2.00756 2.00759 2.00762 2.00765 2.00768 2.00771 2.00774 2.00777 2.0078 
2.00162 2.00161 2.00157 2.00152 2.00148 2.00145 2.00143 2.00141 2.0014 2.0014 2.0014 2.0014 2.00141 2.00141 2.00142 2.00144 2.00145 2.00147 2.00148 2.0015 2.00152 2.00154 2.00156 2.00158 2.0016 2.00162 2.00165 2.00167 2.00169 2.00172 2.00174 2.00177 2.00179 2.00182 2.00185 2.00187 2.0019 2.00193 2.00196 2.00198 2.00201 2.00204 2.00207 2.0021 2.00213 2.00216 2.00219 2.00222 2.00224 2.00227 2.0023 2.00234 2.00237 2.0024 2.00243 2.00246 2.00249 2.00252 2.00255 2.00258 2.00261 2.00265 2.00268 2.00271 2.00274 2.00277 2.0028 2.00284 2.00287 2.0029 2.00293 2.00297 2.003 2.00303 2.00306 2.0031 2.00313 2.00316 2.00319 2.00323 2.00326 2.00329 2.00333 2.00336 2.00339 2.00343 2.00346 2.00349 2.00353 2.00356 2.00359 2.00363 2.00366 2.00369 2.00373 2.00376 2.0038 2.00383 2.00386 2.0039 2.00393 2.00397 2.004 2.00403 2.00407 2.0041 2.00414 2.00417 2.00421 2.00424 2.00427 2.00431 2.00434 2.00438 2.00441 2.00445 2.00448 2.00452 2.00455 2.00458 2.00462 2.00465 2.00469 2.00472 2.00476 2.00479 2.00483 2.00486 2.0049 2.00493 2.00497 2.005 2.00504 2.00507 2.00511 2.00514 2.00518 2.00521 2.00525 2.00528 2.00532 2.00535 2.00539 2.00542 2.00546 2.00549 2.00553 2.00557 2.0056 2.00564 2.00567 2.00571 2.00574 2.00578 2.00581 2.00585 2.00588 2.00592 2.00596 2.00599 2.00603 2.00606 2.0061 2.00613 2.00617 2.00621 2.00624 2.00628 2.00631 2.00635 2.00638 2.00642 2.00646 2.00649 2.00653 2.00656 2.0066 2.00663 2.00667 2.00671 2.00674 2.00678 2.00681 2.00685 2.00689 2.00692 2.00696 2.00699 2.00703 2.00707 2.0071 2.00714 2.00718 2.00721 2.00725 2.00728 2.00732 2.00736 2.00739 2.00743 2.00747 2.0075 2.00754 2.00757 2.00761 2.00765 2.00768 2.00772 2.00776 2.00779 2.00783 2.00787 2.0079 2.00794 2.00797 2.00801 2.00805 2.00808 2.00812 2.00816 2.00819 2.00823 2.00827 2.0083 2.00834 2.00838 2.00841 2.00845 2.00849 2.00852 2.00856 2.0086 2.00863 2.00867 2.00871 2.00874 2.00878 2.00882 2.00885 2.00889 2.00893 2.00897 2.009 2.00904 2.00908 2.00911 2.00915 2.00919 2.00922 2.00926 2.0093 
2.00156 2.00157 2.00155 2.00152 2.00149 2.00147 2.00146 2.00145 2.00145 2.00145 2.00145 2.00146 2.00148 2.00149 2.00151 2.00153 2.00154 2.00157 2.00159 2.00161 2.00164 2.00166 2.00169 2.00172 2.00174 2.00177 2.0018 2.00183 2.00186 2.00189 2.00192 2.00195 2.00199 2.00202 2.00205 2.00208 2.00212 2.00215 2.00218 2.00222 2.00225 2.00229 2.00232 2.00236 2.00239 2.00243 2.00246 2.0025 2.00253 2.00257 2.0026 2.00264 2.00268 2.00271 2.00275 2.00279 2.00282 2.00286 2.0029 2.00294 2.00297 2.00301 2.00305 2.00309 2.00312 2.00316 2.0032 2.00324 2.00328 2.00331 2.00335 2.00339 2.00343 2.00347 2.00351 2.00355 2.00358 2.00362 2.00366 2.0037 2.00374 2.00378 2.00382 2.00386 2.0039 2.00394 2.00397 2.00401 2.00405 2.00409 2.00413 2.00417 2.00421 2.00425 2.00429 2.00433 2.00437 2.00441 2.00445 2.00449 2.00453 2.00457 2.00461 2.00465 2.00469 2.00473 2.00477 2.00481 2.00485 2.00489 2.00493 2.00497 2.00501 2.00505 2.00509 2.00513 2.00518 2.00522 2.00526 2.0053 2.00534 2.00538 2.00542 2.00546 2.0055 2.00554 2.00558 2.00562 2.00566 2.0057 2.00575 2.00579 2.00583 2.00587 2.00591 2.00595 2.00599 2.00603 2.00607 2.00612 2.00616 2.0062 2.00624 2.00628 2.00632 2.00636 2.0064 2.00644 2.00649 2.00653 2.00657 2.00661 2.00665 2.00669 2.00673 2.00678 2.00682 2.00686 2.0069 2.00694 2.00698 2.00703 2.00707 2.00711 2.00715 2.00719 2.00723 2.00728 2.00732 2.00736 2.0074 2.00744 2.00748 2.00753 2.00757 2.00761 2.00765 2.00769 2.00774 2.00778 2.00782 2.00786 2.0079 2.00794 2.00799 2.00803 2.00807 2.00811 2.00815 2.0082 2.00824 2.00828 2.00832 2.00837 2.00841 2.00845 2.00849 2.00853 2.00858 2.00862 2.00866 2.0087 2.00874 2.00879 2.00883 2.00887 2.00891 2.00896 2.009 2.00904 2.00908 2.00913 2.00917 2.00921 2.00925 2.0093 2.00934 2.00938 2.00942 2.00947 2.00951 2.00955 2.00959 2.00964 2.00968 2.00972 2.00976 2.00981 2.00985 2.00989 2.00993 2.00998 2.01002 2.01006 2.01011 2.01015 2.01019 2.01023 2.01028 2.01032 2.01036 2.0104 2.01045 2.01049 2.01053 2.01058 2.01062 2.01066 2.01071 2.01075 2.01079 
2.0015 2.00153 2.00152 2.00151 2.0015 2.00149 2.00148 2.00148 2.00149 2.0015 2.00151 2.00153 2.00155 2.00157 2.00159 2.00161 2.00164 2.00167 2.0017 2.00173 2.00176 2.00179 2.00182 2.00185 2.00189 2.00192 2.00196 2.00199 2.00203 2.00206 2.0021 2.00214 2.00218 2.00221 2.00225 2.00229 2.00233 2.00237 2.00241 2.00245 2.00249 2.00253 2.00257 2.00261 2.00265 2.0027 2.00274 2.00278 2.00282 2.00286 2.0029 2.00295 2.00299 2.00303 2.00307 2.00312 2.00316 2.0032 2.00325 2.00329 2.00333 2.00338 2.00342 2.00346 2.00351 2.00355 2.00359 2.00364 2.00368 2.00373 2.00377 2.00382 2.00386 2.00391 2.00395 2.00399 2.00404 2.00408 2.00413 2.00417 2.00422 2.00426 2.00431 2.00435 2.0044 2.00444 2.00449 2.00454 2.00458 2.00463 2.00467 2.00472 2.00476 2.00481 2.00485 2.0049 2.00495 2.00499 2.00504 2.00508 2.00513 2.00518 2.00522 2.00527 2.00531 2.00536 2.00541 2.00545 2.0055 2.00554 2.00559 2.00564 2.00568 2.00573 2.00578 2.00582 2.00587 2.00592 2.00596 2.00601 2.00606 2.0061 2.00615 2.0062 2.00624 2.00629 2.00634 2.00638 2.00643 2.00648 2.00652 2.00657 2.00662 2.00666 2.00671 2.00676 2.00681 2.00685 2.0069 2.00695 2.00699 2.00704 2.00709 2.00714 2.00718 2.00723 2.00728 2.00732 2.00737 2.00742 2.00747 2.00751 2.00756 2.00761 2.00766 2.0077 2.00775 2.0078 2.00785 2.00789 2.00794 2.00799 2.00804 2.00808 2.00813 2.00818 2.00823 2.00827 2.00832 2.00837 2.00842 2.00846 2.00851 2.00856 2.00861 2.00866 2.0087 2.00875 2.0088 2.00885 2.00889 2.00894 2.00899 2.00904 2.00909 2.00913 2.00918 2.00923 2.00928 2.00933 2.00937 2.00942 2.00947 2.00952 2.00957 2.00961 2.00966 2.00971 2.00976 2.00981 2.00986 2.0099 2.00995 2.01 2.01005 2.0101 2.01014 2.01019 2.01024 2.01029 2.01034 2.01039 2.01043 2.01048 2.01053 2.01058 2.01063 2.01068 2.01072 2.01077 2.01082 2.01087 2.01092 2.01097 2.01102 2.01106 2.01111 2.01116 2.01121 2.01126 2.01131 2.01136 2.0114 2.01145 2.0115 2.01155 2.0116 2.01165 2.0117 2.01175 2.01179 2.01184 2.01189 2.01194 2.01199 2.01204 2.01209 2.01214 2.01218 2.01223 2.01228 
2.00145 2.00149 2.0015 2.0015 2.0015 2.0015 2.00151 2.00152 2.00153 2.00155 2.00157 2.00159 2.00161 2.00164 2.00167 2.0017 2.00173 2.00177 2.0018 2.00184 2.00187 2.00191 2.00195 2.00199 2.00203 2.00207 2.00211 2.00215 2.0022 2.00224 2.00228 2.00232 2.00237 2.00241 2.00246 2.0025 2.00255 2.00259 2.00264 2.00268 2.00273 2.00278 2.00282 2.00287 2.00292 2.00296 2.00301 2.00306 2.00311 2.00316 2.0032 2.00325 2.0033 2.00335 2.0034 2.00345 2.0035 2.00354 2.00359 2.00364 2.00369 2.00374 2.00379 2.00384 2.00389 2.00394 2.00399 2.00404 2.00409 2.00414 2.00419 2.00424 2.00429 2.00434 2.00439 2.00444 2.00449 2.00454 2.0046 2.00465 2.0047 2.00475 2.0048 2.00485 2.0049 2.00495 2.005 2.00506 2.00511 2.00516 2.00521 2.00526 2.00531 2.00536 2.00542 2.00547 2.00552 2.00557 2.00562 2.00568 2.00573 2.00578 2.00583 2.00588 2.00594 2.00599 2.00604 2.00609 2.00614 2.0062 2.00625 2.0063 2.00635 2.00641 2.00646 2.00651 2.00656 2.00662 2.00667 2.00672 2.00677 2.00683 2.00688 2.00693 2.00698 2.00704 2.00709 2.00714 2.0072 2.00725 2.0073 2.00735 2.00741 2.00746 2.00751 2.00757 2.00762 2.00767 2.00772 2.00778 2.00783 2.00788 2.00794 2.00799 2.00804 2.0081 2.00815 2.0082 2.00826 2.00831 2.00836 2.00842 2.00847 2.00852 2.00858 2.00863 2.00868 2.00874 2.00879 2.00884 2.0089 2.00895 2.009 2.00906 2.00911 2.00916 2.00922 2.00927 2.00932 2.00938 2.00943 2.00949 2.00954 2.00959 2.00965 2.0097 2.00975 2.00981 2.00986 2.00992 2.00997 2.01002 2.01008 2.01013 2.01019 2.01024 2.01029 2.01035 2.0104 2.01045 2.01051 2.01056 2.01062 2.01067 2.01072 2.01078 2.01083 2.01089 2.01094 2.01099 2.01105 2.0111 2.01116 2.01121 2.01127 2.01132 2.01137 2.01143 2.01148 2.01154 2.01159 2.01165 2.0117 2.01175 2.01181 2.01186 2.01192 2.01197 2.01203 2.01208 2.01213 2.01219 2.01224 2.0123 2.01235 2.01241 2.01246 2.01252 2.01257 2.01262 2.01268 2.01273 2.01279 2.01284 2.0129 2.01295 2.01301 2.01306 2.01312 2.01317 2.01323 2.01328 2.01333 2.01339 2.01344 2.0135 2.01355 2.01361 2.01366 2.01372 2.01377 
